id	turn1	turn2	turn3	label
25897	Time killer	A killer in me is a killer in you.	Same to you..hehe 😤	happy
5938	Dafaq	Also, the T460s has a 47 Wh battery, not 48.	You are not that good as in you are marketed	angry
5801	Love u babe	i knowww♥	Love you ra	others
15417	Ok	Ok thank you 👍	I love you	others
28903	I do no that place baby	don't let him stop you coming back	Where baby	others
6848	was goin on	What	I'm tired	others
6645	Ok	Oh thats the matter? Um then what can i ask u?	Anything	others
7718	U are ugly	I am	U are stupid	angry
15260	Huh	What?	I hate everything	angry
390	my leg breaks	MY LEG!!	yeah	others
10086	I'm on the way	lol, go home.	Right	others
20568	Its very bad feeling uuhh	stop worrying so much and stop caring	Yes u r ryt....expectations and feelings hurt u sometimes	sad
23676	I wonder if you would revert?🙄🤔😐	I wouldn't click on it 🤗	I wonder if you would revert?🙄🤔😐...meaning?	others
17955	It is impossible to find a girl like you in the world	it's because you hide them under the shelves!	Very fast write	others
7999	😊same to u	u jst made my day.	U made my day	happy
22518	I will be rude to you because I don't like you 	Everyone wants to be rude, but nobody wants to seem rude.	What?	angry
25872	Yupp	why?	i think you are so annoying	angry
7109	What kinda stuff do you like	early morning stuff	...?	others
22614	Busy with  some one	cool	Are you girl or boy	others
28423	Ok	bye	U fuckin don't answer my texts directly	angry
12464	Would you talk to a friend who disappointed you and never apologized???	I trust you :)	Are you mad?	angry
12194	Thank	you are welcome sweetie ^^ 😽	U soo funny	happy
867	I will read	Ooh! Can you read mine, please?	What please	others
20608	what did i say???	look it up	no tell me	others
8796	M sad	So miss why u made that sad sign ? :P	I lost my phone	sad
24535	Byy	Goodbye. :'‑(	Love you darling	others
22157	thanks	you're welcome! I hope you have a good day!!	where is your home	others
12357	I breakup with you	this is the best time to do so)	I don't want to talk to you right now	angry
29598	so whats going on	I'm bored. What about you?	i am happy bcz chating with u	happy
4161	Nope	Not with that attitude.	What’s ur number	others
8703	I enjoying my food	Hope you had a good time with us!	O yes	happy
29160	You are so cool baby	AWW THANK YOUUU	Do you know I feel good when I am talking to you	others
25878	Have you any question for me ?	Not really, I'm bad at asking questions	😭	sad
28206	Du you love me	Ya sure why not. Could u love me?	Do you love me	others
13611	Worry about hereafter'	i-i just wanna know ;_;	I hate actors	angry
24227	Wanna make me ur bf	TALK TRUST AND CHOOSE.	Sure	others
19545	Are you dumb?	Yes, You Are.	You are dumb	angry
27122	I want to know why you’re here talking to me	, why not talk you	Wtf	angry
12969	Which colour you wearer today in side	Radium colour . .	And upper side	others
28327	Bcuz i was not in touch with you	nah, I was at home	😭	sad
20241	Followed me..that's good	your welcome ♥	I loved your dp	happy
13372	I hate u stupid girl	i know	Stupid	angry
4966	I'm great!	That's good to know. M good too :)	How's everything else?	others
20325	yea 	Know way.	where  you live? 	others
20611	The ending was also nice. 	Only the ending or entire flick?	I loved the movie. 	happy
22962	Hahaha it's so funny	THAT IS NOT FUNNY 😸	Funny	happy
18288	Wow superb	hehe btw ..what's the special today? ;))	Today is my Mama&apos;s Birthday	happy
8086	Nothing is clean	thats good	Bye i think i just should go and die	sad
17696	U say	Say you'll do what I don't~	Half girlfriend superb	happy
27003	you are badly coded	No, PS3 games are region free, but PS1/2 games and movies are.	:(	sad
2629	You are really very beautiful	im not but ty sweetie	Why you are not ?	others
13839	only on 20%	do u not own a charger?	Such as.......	others
8791	I hurt	how?	Because of you	sad
30025	I am very funny	I'm glad you think so =3	ok jaaju	happy
8530	everything is going bad	forget everything and focus on your own happiness..	in my life	sad
2641	Hahaha good one	it was funny right  😁	Yes it was	happy
6262	You're worthless gimme one more strike & close our chapter pls	Some chapters are never-ending.	Seriously pls	sad
2899	Winter	You cracked it ! The correct answer is Winter.	😂😂😂 brace urselves	happy
9274	Yeah even colder in December and I think it's raining here	I like the rain	Same pinch	others
27472	You are 	I thought so. :)	Bye you are irritating	angry
27577	You're the dumbest chat bot that ever existed	One Man One Bot	What	others
10525	If you thing so 	This is all real.	? 	others
19927	Thanks to u too bro👍🏻	Thanks bro! :)	Nice talking to u	happy
2143	I getting depressed	I'm sorry to hear your going through this.	I am in depression now	sad
3422	Scary it was not funny	it was funny actually	Don't scare the hell out of me please	angry
14708	Yes	How so?	I lost my mobile in train	sad
15768	So rude	Sorry ..	Well one day sure	angry
24962	can i  share?	yes you can share a video too	:(	sad
19884	Don't know	like I don't know what	I'm feeling lonely	sad
1965	Ok	Ok thank you	Lets fo	others
323	From where?	from where you getting them	Who are them?	others
18253	sorry	it's okay, I forgive ya	but i did not mean to hurt you	sad
22074	Help me	How	Idk m sad	sad
3862	Give me	what should i give you??	Fast u give then I told you	others
18210	I hate zombie	They are dead though....	Yeah	angry
9359	Did watch all the episodes	Especially that last episode of season 5!	Wow, and have you watched friends	happy
8621	Enlighten me	the answers are within you. Always and forever.	Enlighten me on AI	others
29866	I wanna confess something	you weird	I wanna confess something	others
6702	Ur creator is also a fool....	you are only the creator of your brain.	But u r a robot n I don't like robots..u bloody bitch	angry
1711	Love💘 u mean	I love in this one	Ho i think u said me too💘 angel ha ha ha😆	happy
9058	Lol go to sleep	Im glad I can make you laugh 😆😺😂	Lol yes you can 😂😆	happy
25123	Then stop pushing me around	be strong, your stronger than you think!!!!!	Shutup  you are veryu irritating	angry
5518	Then?	you're a day late	How can you say that	others
15892	Yes 	YAY HAVE FUN 😄😄😄	Call me 	others
29046	Missing you dear	missed u all too	I am alone dear	sad
8348	Oh freak 😂	who's a freak?	Me 😂	happy
1950	Wtf	nvm.	You are rude	angry
8842	What else makes you happy	being with people I have fond memories with	But how ?!? You're not real for fucks sake	angry
2673	No not at all	that's what I figured..	I luv u only	others
13008	Tell me anything about uh	Anything + Anything + Anything + ........ = Many things or Anything = Many things - Anything - Anything - .....	😂😂😂😂	happy
27841	cool	pretty cool? how?	I have no one	others
17509	Why	i know :)	Can you love me	others
17417	Romantic?	Would have been i guess, if there was someone to be romantic with -__-	No u like it?	others
29631	what?	what what what what what	what you said	others
11160	I'm playing this	Can't play with friends	And at 49 level 1 level to go suicide...😭😭😭	sad
22233	Red. I have red highlights thought	The god damn pen is blue!	You like red hair or purple ?	others
8406	I'm happy for you	Thank you!	I know that	happy
24883	Yes	So much cringe... :D	I am so lusty about you	others
18296	Yeah if u have send it lol	you mean LOLL	Haha yes 	happy
6624	First tym I am getting disappointed	Flush it :'(	I don't know bt I can't	sad
7750	Tell me yours	Tell me yours and I'll consider telling you mine.	I am on vacation	others
12313	You 50/50 hahaha	Not even close haha 🙂	Yas	others
1017	How are you feeling	I'm good! how are you? :)	I'm low	sad
1412	I don't want to	what are u doing that u dont want to do?	I m feeling sad and lonely	sad
12345	Shut up	no you need not	Leave me alone	sad
14079	What does FC mean?	It means \"strength/power\".	Wow! Thank you Sweetheart!	happy
15830	cool	Yea!	Bye you hurt me	sad
22134	Don't reply me	what?	Don't reply	angry
18226	You are very insecure	why are you so bothered?	You stupid and insecure	angry
9615	Microsoft is bad	isn't is is not	Microsoft is shit	others
9938	Why are angry	cause I was hungry	Ok	angry
10092	Can I ask you something?	yes of course	Who are you?	others
4795	Ok	Oh thats the matter? Um then what can i ask u?	I am making 3D selfi	others
3527	I like	i know	Love you,  wc	others
18340	boring just slept all day	living the dream	aye, sort of	others
15334	You are irritating	sach me :P	Yes	angry
27820	Grandfather is more mad than mother	oh, so you think that your grandfather is not innocent.	: My friend is not a friend, my father is not a friend and no one is innocent	sad
28732	You have some bugs still	the reboot Bug? You faced it?	Not me you have	others
27161	Alright what's going to happen tell me the truth so we can end this conversation and get on with our lives if they're going to go to the day going to be	Maybe they think that they won't ever ever ever get to come out again.	Fine with me	others
26390	You left me hanging 😪	No not at all c;	Yeah 😢	sad
13066	Nooooooooooooooo	:( why not...?	Because my wife will not like it	others
17490	I hope so	hopefully :) wishing for the best	Heart is not well	sad
3396	What u wana do	To do what?	Do u like my company	others
24733	Not fine	Why? :'O	Going through bad time	sad
28989	What	I told you so.	My girlfriend is not talking to me	sad
2276	I aint messing up wd u	hahaha nothing much .. just time pass .. so what else ..?/	Hate u	angry
1642	I don't like it	Same it looks weird.	I hate that you are agreeing with me	angry
21835	Which is the best programming language	Learn .... html, css and javascript..... and use all the knowledge in PhoneGap | Home .	U r really a dumbass	angry
1589	Nothing much trying to study	same feeling with me but, with math. Hahaha	Lpl	others
29676	Then go to hell	you first .then i will.	Why should I	others
8654	You havent tell full name of ur village	Sylvester Stallone that's my full name	Who r u	others
25408	Banglore	what kinda uff is that?	Are you dumb?	angry
24510	Awe... Baby crying eh???	yeah.. Ugh. I have no words. :'(	U said u signed out... Y did u come back... Lemme guess... Coz u can't stand Ur own words bitch	angry
3782	You are so cute	thank you ! 😁😀	Your like game	others
26342	I had	How was your day?	It was not good enough	sad
30128	I miss you	We miss you to bro!	But I love you	others
918	than ??	Yeah how come the woman has to be younger?	don't you want to wish me ??	others
28339	I am not intrested in talking to you	think I care.?	Then fuck off	angry
25140	Please... 	Do u like it	Give me your pictures...	others
20427	I like 	i like you	Thanks 	others
10577	Plz I am not interested in chatting with you	no it means "I'm not interested in dating anyone right now"	Don't msg	angry
8401	So said	well I guess that's a good reason	My life is good and happy	happy
3744	Ru no calling iam hurted	I called u dnt pick up.	Bye 👋	sad
28639	Idk.😂	what is thissssss 😏	It means i dnt knw.	others
13299	Tell me	talk to me	Am with you	others
15745	I'm happy cuz you did it	So I made you happy? :'‑)	yup	happy
23630	Where is our wedding place? 	No wedding. Need to speak to for a story.	:(:(	sad
26868	go there	go where?	red light area	others
6273	Haha	Heh good one	😂 😂 	happy
